County,Candidate,Party,Share,Votes
SULLIVAN,"LANE, TIMIKA",DEM,25.34%,464
SULLIVAN,"SULLIVAN , MEGAN",REP,74.66%,"1,367"
SUSQUEHANNA,"LANE, TIMIKA",DEM,27.33%,"2,254"
SUSQUEHANNA,"SULLIVAN , MEGAN",REP,72.67%,"5,994"
TIOGA,"LANE, TIMIKA",DEM,15.24%,"1,156"
TIOGA,"SULLIVAN , MEGAN",REP,84.76%,"6,429"
UNION,"LANE, TIMIKA",DEM,34.70%,"3,104"
UNION,"SULLIVAN , MEGAN",REP,65.30%,"5,842"
VENANGO,"LANE, TIMIKA",DEM,27.98%,"2,724"
VENANGO,"SULLIVAN , MEGAN",REP,72.02%,"7,013"
WARREN,"LANE, TIMIKA",DEM,27.83%,"2,229"
WARREN,"SULLIVAN , MEGAN",REP,72.17%,"5,779"
WASHINGTON,"LANE, TIMIKA",DEM,38.25%,"19,046"
WASHINGTON,"SULLIVAN , MEGAN",REP,61.75%,"30,749"
WAYNE,"LANE, TIMIKA",DEM,29.54%,"3,447"
WAYNE,"SULLIVAN , MEGAN",REP,70.46%,"8,223"
WESTMORELAND,"LANE, TIMIKA",DEM,34.95%,"29,648"
WESTMORELAND,"SULLIVAN , MEGAN",REP,65.05%,"55,173"
WYOMING,"LANE, TIMIKA",DEM,26.95%,"1,808"
WYOMING,"SULLIVAN , MEGAN",REP,73.05%,"4,900"
YORK,"LANE, TIMIKA",DEM,33.68%,"28,068"
YORK,"SULLIVAN , MEGAN",REP,66.32%,"55,263"
